id,label
1605,1
1606,5
1607,3
1608,1
1609,4
1610,2
1611,1
1612,5
1613,4
1614,1
1615,8
1616,4
1617,8
1618,5
1619,3
1620,0
1621,9
1622,7
1623,1
1624,5
1625,5
1626,6
1627,1
1628,7
1629,2
1630,2
1631,0
1632,8
1633,5
1634,0
1635,1
1636,0
1637,0
1638,2
1639,2
1640,6
1641,6
1642,2
1643,0
1644,6
1645,1
1646,6
1647,9
1648,6
1649,7
1650,2
1651,6
1652,6
1653,9
1654,2
1655,6
1656,6
1657,2
1658,6
1659,5
1660,0
1661,3
1662,1
1663,0
1664,5
1665,3
1666,0
1667,9
1668,2
1669,4
1670,0
1671,0
1672,4
1673,8
1674,3
1675,1
1676,5
1677,3
1678,2
1679,9
1680,0
1681,2
1682,2
1683,4
1684,3
1685,2
1686,0
1687,6
1688,0
1689,9
1690,2
1691,1
1692,9
1693,8
1694,8
1695,0
1696,3
1697,8
1698,9
1699,6
1700,1
1701,3
1702,9
1703,0
1704,0
1705,4
1706,6
1707,6
1708,6
1709,5
1710,3
1711,3
1712,6
1713,8
1714,7
1715,3
1716,7
1717,2
1718,3
1719,2
1720,9
1721,8
1722,1
1723,4
1724,9
1725,6
1726,1
1727,6
1728,5
1729,6
1730,1
1731,6
1732,3
1733,5
1734,5
1735,4
1736,7
1737,9
1738,8
1739,3
1740,7
1741,7
1742,5
1743,6
1744,5
1745,8
1746,4
1747,8
1748,4
1749,4
1750,3
1751,7
1752,8
1753,4
1754,6
1755,5
1756,9
1757,1
1758,6
1759,8
1760,6
1761,8
1762,0
1763,3
1764,9
1765,9
1766,8
1767,3
1768,4
1769,7
1770,8
1771,2
1772,0
1773,7
1774,3
1775,8
1776,6
1777,1
1778,6
1779,0
1780,4
1781,8
1782,4
1783,0
1784,4
1785,3
1786,8
1787,4
1788,6
1789,9
1790,3
1791,4
1792,4
1793,4
1794,8
1795,6
1796,9
1797,5
1798,5
1799,7
1800,1
1801,6
1802,4
1803,6
1804,7
1805,1
1806,2
1807,4
1808,9
1809,1
1810,6
1811,6
1812,3
1813,3
1814,1
1815,0
1816,7
1817,8
1818,0
1819,3
1820,8
1821,6
1822,7
1823,9
1824,5
1825,3
1826,9
1827,2
1828,3
1829,7
1830,2
1831,8
1832,7
1833,9
1834,1
1835,7
1836,5
1837,9
1838,6
1839,7
1840,3
1841,2
1842,6
1843,0
1844,3
1845,5
1846,0
1847,4
1848,4
1849,0
1850,7
1851,1
1852,6
1853,4
1854,8
1855,9
1856,5
1857,7
1858,1
1859,5
1860,6
1861,2
1862,1
1863,6
1864,8
1865,6
1866,1
1867,4
1868,8
1869,3
1870,6
1871,6
1872,0
1873,3
1874,8
1875,2
1876,4
1877,0
1878,9
1879,7
1880,3
1881,8
1882,3
1883,7
1884,2
1885,3
1886,6
1887,4
1888,6
1889,5
1890,4
1891,1
1892,4
1893,1
1894,8
1895,6
1896,0
1897,5
1898,1
1899,5
1900,0
1901,1
1902,4
1903,0
1904,8
1905,5
1906,2
1907,7
1908,3
1909,3
1910,6
1911,0
1912,8
1913,5
1914,7
1915,3
1916,3
1917,0
1918,1
1919,1
1920,5
1921,2
1922,1
1923,6
1924,3
1925,8
1926,5
1927,7
1928,4
1929,2
1930,0
1931,9
1932,4
1933,4
1934,4
1935,7
1936,8
1937,3
1938,8
1939,8
1940,5
1941,5
1942,8
1943,9
1944,2
1945,3
1946,8
1947,2
1948,0
1949,3
1950,2
1951,9
1952,5
1953,7
1954,3
1955,0
1956,2
1957,4
1958,2
1959,5
1960,7
1961,2
1962,2
1963,8
1964,7
1965,0
1966,9
1967,4
1968,0
1969,6
1970,8
1971,7
1972,4
1973,0
1974,4
1975,4
1976,8
1977,7
1978,9
1979,9
1980,7
1981,2
1982,5
1983,1
1984,3
1985,0
1986,5
1987,2
1988,1
1989,6
1990,6
1991,5
1992,3
1993,0
1994,7
1995,9
1996,3
1997,7
1998,3
1999,1
2000,4
2001,9
2002,1
2003,6
2004,0
2005,5
2006,8
2007,1
2008,2
2009,1
2010,0
2011,5
2012,6
2013,3
2014,7
2015,8
2016,0
2017,2
2018,9
2019,5
2020,1
2021,6
2022,3
2023,9
2024,9
2025,4
2026,2
2027,4
2028,4
2029,7
2030,9
2031,5
2032,6
2033,6
2034,0
2035,9
2036,9
2037,2
2038,7
2039,7
2040,8
2041,8
2042,4
2043,1
2044,1
2045,1
2046,9
2047,3
2048,0
2049,1
2050,2
2051,1
2052,5
2053,2
2054,1
2055,9
2056,7
2057,1
2058,0
2059,8
2060,5
2061,5
2062,2
2063,2
2064,2
2065,7
2066,4
2067,4
2068,4
2069,7
2070,1
2071,6
2072,8
2073,2
2074,9
2075,6
2076,9
2077,3
2078,8
2079,6
2080,4
2081,7
2082,1
2083,4
2084,5
2085,7
2086,6
2087,7
2088,7
2089,1
2090,8
2091,8
2092,6
2093,4
2094,6
2095,3
2096,3
2097,4
2098,2
2099,3
2100,7
2101,3
2102,5
2103,4
2104,6
2105,0
2106,5
2107,8
2108,8
2109,5
2110,2
2111,4
2112,6
2113,7
2114,7
2115,0
2116,5
2117,6
2118,6
2119,3
2120,2
2121,0
2122,1
2123,0
2124,0
2125,2
2126,4
2127,3
2128,6
2129,1
2130,6
2131,8
2132,1
2133,5
2134,0
2135,7
2136,5
2137,2
2138,8
2139,4
2140,3
2141,5
2142,2
2143,7
2144,5
2145,0
2146,5
2147,2
2148,7
2149,3
2150,3
2151,9
2152,5
2153,8
2154,3
2155,9
2156,2
2157,4
2158,2
2159,9
2160,2
2161,6
2162,4
2163,0
2164,0
2165,5
2166,7
2167,7
2168,6
2169,6
2170,5
2171,5
2172,7
2173,0
2174,6
2175,3
2176,5
2177,6
2178,1
2179,1
2180,1
2181,2
2182,4
2183,3
2184,7
2185,2
2186,5
2187,7
2188,4
2189,5
2190,9
2191,3
2192,7
2193,9
2194,2
2195,9
2196,9
2197,5
2198,9
2199,3
2200,9
2201,7
2202,7
2203,9
2204,6
2205,5
2206,7
2207,8
2208,4
2209,2
2210,4
2211,5
2212,2
2213,4
2214,3
2215,6
2216,4
2217,3
2218,6
2219,5
2220,9
2221,1
2222,3
2223,8
2224,4
2225,3
2226,6
2227,8
2228,9
2229,7
2230,5
2231,2
2232,6
2233,8
2234,9
2235,0
2236,8
2237,5
2238,5
2239,4
2240,9
2241,7
2242,6
2243,4
2244,8
2245,9
2246,9
2247,4
2248,1
2249,5
2250,9
2251,1
2252,1
2253,1
2254,2
2255,2
2256,1
2257,6
2258,6
2259,4
2260,2
2261,7
2262,9
2263,9
2264,2
2265,5
2266,2
2267,1
2268,1
2269,7
2270,4
2271,1
2272,9
2273,6
2274,5
2275,7
2276,9
2277,4
2278,7
2279,9
2280,0
2281,0
2282,7
2283,1
2284,6
2285,5
2286,6
2287,0
2288,1
2289,6
2290,0
2291,3
2292,4
2293,3
2294,1
2295,7
2296,8
2297,4
2298,6
2299,5
2300,7
2301,4
2302,6
2303,7
2304,1
2305,6
2306,2
2307,7
2308,8
2309,6
2310,8
2311,0
2312,6
2313,2
2314,4
2315,6
2316,1
2317,0
2318,1
2319,2
2320,6
2321,8
2322,3
2323,8
2324,5
2325,1
2326,8
2327,9
2328,7
2329,9
2330,3
2331,4
2332,3
2333,3
2334,9
2335,2
2336,7
2337,4
2338,8
2339,0
2340,6
2341,2
2342,6
2343,0
2344,5
2345,0
2346,2
2347,0
2348,9
2349,8
2350,5
2351,3
2352,5
2353,7
2354,6
2355,2
2356,0
2357,7
2358,3
2359,1
2360,0
2361,3
2362,0
2363,0
2364,9
2365,2
2366,5
2367,3
2368,3
2369,1
2370,7
2371,1
2372,6
2373,4
2374,2
2375,8
2376,1
2377,0
2378,5
2379,1
2380,2
2381,9
2382,3
2383,6
2384,5
2385,9
2386,6
2387,6
2388,3
2389,5
2390,3
2391,5
2392,9
2393,7
2394,8
2395,4
2396,6
2397,7
2398,2
2399,4
2400,6
2401,9
2402,8
2403,2
2404,8
2405,3
2406,2
2407,8
2408,1
2409,5
2410,2
2411,8
2412,1
2413,7
2414,4
2415,9
2416,1
2417,7
2418,1
2419,4
2420,0
2421,3
2422,2
2423,3
2424,2
2425,0
2426,6
2427,4
2428,2
2429,2
2430,2
2431,7
2432,7
2433,5
2434,7
2435,3
2436,1
2437,7
2438,5
2439,6
2440,0
2441,5
2442,9
2443,4
2444,5
2445,2
2446,1
2447,6
2448,5
2449,1
2450,6
2451,1
2452,3
2453,7
2454,6
2455,4
2456,3
2457,6
2458,9
2459,2
2460,4
2461,4
2462,4
2463,8
2464,9
2465,7
2466,5
2467,0
2468,4
2469,5
2470,1
2471,9
2472,9
2473,0
2474,0
2475,7
2476,5
2477,7
2478,4
2479,1
2480,5
2481,5
2482,7
2483,6
2484,3
2485,7
2486,7
2487,9
2488,7
2489,9
2490,2
2491,1
2492,9
2493,1
2494,6
2495,1
2496,2
2497,0
2498,4
2499,0
2500,2
2501,8
2502,9
2503,2
2504,7
2505,1
2506,7
2507,9
2508,8
2509,1
2510,9
2511,0
2512,7
2513,3
2514,9
2515,0
2516,9
2517,1
2518,3
2519,6
2520,9
2521,1
2522,4
2523,2
2524,1
2525,0
2526,0
2527,9
2528,4
2529,2
2530,5
2531,7
2532,7
2533,9
2534,6
2535,2
2536,6
2537,7
2538,8
2539,7
2540,1
2541,3
2542,2
2543,7
2544,7
2545,1
2546,6
2547,6
2548,3
2549,8
2550,4
2551,9
2552,4
2553,5
2554,9
2555,7
2556,0
2557,4
2558,4
2559,0
2560,6
2561,5
2562,9
2563,0
2564,8
2565,8
2566,6
2567,0
2568,2
2569,8
2570,9
2571,1
2572,6
2573,0
2574,6
2575,6
2576,0
2577,6
2578,3
2579,4
2580,2
2581,5
2582,3
2583,0
2584,7
2585,5
2586,8
2587,0
2588,9
2589,8
2590,7
2591,9
2592,5
2593,9
2594,8
2595,3
2596,4
2597,1
2598,9
2599,0
2600,8
2601,6
2602,4
2603,1
2604,2
2605,3
2606,7
2607,8
2608,6
2609,8
2610,1
2611,4
2612,5
2613,9
2614,3
2615,9
2616,5
2617,6
2618,4
2619,4
2620,9
2621,7
2622,8
2623,4
2624,5
2625,6
2626,6
2627,5
2628,9
2629,3
2630,9
2631,4
2632,9
2633,9
2634,4
2635,2
2636,8
2637,9
2638,4
2639,0
2640,1
2641,7
2642,3
2643,1
2644,1
2645,1
2646,1
2647,6
2648,6
2649,7
2650,8
2651,4
2652,9
2653,7
2654,8
2655,7
2656,1
2657,9
2658,2
2659,1
2660,3
2661,4
2662,8
2663,7
2664,6
2665,5
2666,8
2667,0
2668,6
2669,7
2670,9
2671,8
2672,3
2673,2
2674,8
2675,6
2676,9
2677,1
2678,2
2679,1
2680,5
2681,9
2682,1
2683,9
2684,5
2685,2
2686,7
2687,0
2688,3
2689,5
2690,9
2691,0
2692,9
2693,9
2694,1
2695,6
2696,6
2697,3
2698,6
2699,3
2700,4
2701,8
2702,5
2703,0
2704,6
2705,7
2706,7
2707,3
2708,0
2709,4
2710,5
2711,0
2712,8
2713,0
2714,9
2715,4
2716,9
2717,4
2718,7
2719,7
2720,0
2721,2
2722,6
2723,1
2724,5
2725,4
2726,5
2727,3
2728,3
2729,3
2730,9
2731,2
2732,6
2733,0
2734,4
2735,3
2736,9
2737,4
2738,3
2739,9
2740,6
2741,6
2742,2
2743,1
2744,0
2745,6
2746,6
2747,6
2748,8
2749,7
2750,7
2751,0
2752,7
2753,6
2754,7
2755,8
2756,1
2757,9
2758,6
2759,1
2760,0
2761,7
2762,8
2763,9
2764,2
2765,1
2766,5
2767,0
2768,7
2769,2
2770,2
2771,3
2772,2
2773,8
2774,5
2775,0
2776,2
2777,5
2778,6
2779,9
2780,3
2781,0
2782,2
2783,8
2784,9
2785,3
2786,5
2787,0
2788,0
2789,0
2790,3
2791,3
2792,5
2793,3
2794,2
2795,7
2796,0
2797,4
2798,4
2799,6
2800,1
2801,2
2802,4
2803,9
2804,9
2805,9
2806,0
2807,2
2808,9
2809,8
2810,3
2811,8
2812,3
2813,0
2814,4
2815,4
2816,0
2817,6
2818,3
2819,5
2820,4
2821,6
2822,4
2823,8
2824,7
2825,8
2826,6
2827,7
2828,2
2829,5
2830,2
2831,6
2832,1
2833,4
2834,3
2835,8
2836,5
2837,0
2838,4
2839,6
2840,4
2841,9
2842,6
2843,7
2844,4
2845,2
2846,0
2847,1
2848,8
2849,2
2850,3
2851,1
2852,5
2853,3
2854,0
2855,0
2856,1
2857,9
2858,5
2859,2
2860,9
2861,7
2862,4
2863,0
2864,3
2865,8
2866,4
2867,4
2868,6
2869,9
2870,2
2871,5
2872,1
2873,9
2874,0
2875,9
2876,6
2877,7
2878,2
2879,8
2880,0
2881,7
2882,7
2883,7
2884,8
2885,8
2886,3
2887,6
2888,2
2889,8
2890,6
2891,0
2892,7
2893,5
2894,1
2895,4
2896,6
2897,8
2898,3
2899,8
2900,9
2901,3
2902,0
2903,0
2904,1
2905,7
2906,6
2907,1
2908,5
2909,2
2910,3
2911,7
2912,7
2913,5
2914,7
2915,4
2916,0
2917,1
2918,4
2919,4
2920,3
2921,1
2922,1
2923,3
2924,8
2925,2
2926,0
2927,0
2928,0
2929,0
2930,3
2931,5
2932,3
2933,9
2934,4
2935,1
2936,3
2937,8
2938,6
2939,1
2940,2
2941,9
2942,3
2943,1
2944,9
2945,8
2946,8
2947,3
2948,5
2949,0
2950,2
2951,2
2952,9
2953,6
2954,6
2955,3
2956,2
2957,0
2958,6
2959,4
2960,8
2961,8
2962,0
2963,9
2964,7
2965,6
2966,2
2967,6
2968,1
2969,6
2970,4
2971,8
2972,1
2973,3
2974,2
2975,3
2976,0
2977,3
2978,1
2979,4
2980,0
2981,0
2982,8
2983,0
2984,1
2985,7
2986,2
2987,6
2988,8
2989,5
2990,3
2991,0
2992,2
2993,4
2994,4
2995,6
2996,9
2997,7
